datetime,tempmax,tempmin,temp,dew,humidity,precip,preciptype,windgust,windspeed,winddir,sealevelpressure,cloudcover,conditions,stations
2022-12-05,-4.1,-7.8,-5.3,-5.6,97.7,0.8,snow,,21.6,241.7,,50,"Snow, Partially cloudy",15615099999
2022-12-06,-5.9,-8.3,-6.8,-7.7,92.9,0,,,28.8,271,,52.9,Partially cloudy,15615099999
2022-12-07,-3.6,-7.3,-5.8,-6.2,96.7,0,,,21.6,250,,60,Partially cloudy,15615099999
2022-12-08,-4.3,-6.8,-5.1,-6,93.8,0,,64.8,50.4,223.8,,45,Partially cloudy,15615099999
2022-12-09,-2.6,-5.4,-3.8,-4.7,93.9,0.9,snow,72,50.4,247.7,,50,"Snow, Partially cloudy",15615099999
2022-12-10,-0.6,-2.9,-1.7,-2.2,96.3,1.4,"rain,snow",122.4,72,207.5,,,"Snow, Rain",15615099999
2022-12-11,-0.6,-5.4,-2.4,-2.9,96.6,7.6,snow,144,122.4,204.5,,,Snow,15615099999
2022-12-12,-6.3,-9.3,-8.3,-9.7,89.2,0.4,snow,57.6,50.4,258,,90,"Snow, Partially cloudy",15615099999
2022-12-13,-7.8,-14.3,-11,-12.8,86.2,8,snow,64.8,43.2,290.9,,75,"Snow, Partially cloudy",15615099999
2022-12-14,-2.6,-6.1,-4.2,-5.1,93.1,0.4,snow,100.8,64.8,219.5,,,Snow,15615099999
2022-12-15,-1.1,-2.6,-1.7,-2,97.4,0.8,"rain,snow",316.8,144,235.5,,90,"Snow, Rain, Partially cloudy",15615099999
2022-12-16,0.4,-2.3,-0.3,-0.9,95.2,0,,320.4,122.4,237.1,,76.3,Partially cloudy,15615099999
2022-12-17,0.6,-2.6,-1,-1.4,97.6,0.8,"rain,snow",320.4,122.4,235,,60,"Snow, Rain, Partially cloudy",15615099999
2022-12-18,-2.4,-7.3,-4.7,-4.8,99,0,,,36,246.5,,75,Partially cloudy,15615099999
2022-12-19,-7.6,-9.8,-8.7,-18.1,50,0,,,28.8,329.7,,27.5,Partially cloudy,15615099999
2022-12-20,-1.1,-6.8,-3.6,-19.3,30,0,,,43.2,52.8,,56.7,Partially cloudy,15615099999
2022-12-21,1.7,-1.3,0.5,-7.7,54.7,0,,,28.8,53.6,,42,Partially cloudy,15615099999
2022-12-22,0.9,-2.9,-0.4,-5.3,69.7,0,,,28.8,210.5,,26.7,Partially cloudy,15615099999
2022-12-23,-3.3,-8.1,-6.4,-10.6,77.1,0,,,21.6,296.9,,15,Clear,15615099999
2022-12-24,-3.4,-6.9,-5.2,-6.9,89.4,4,snow,,28.8,334.9,,63.3,"Snow, Partially cloudy",15615099999
2022-12-25,-7.1,-9.8,-8.5,-8.9,97.2,4,snow,,36,353.1,,20,Snow,15615099999
2022-12-26,-0.8,-5.3,-3.1,-7.4,75.9,0,,,36,320.2,,10,Clear,15615099999
2022-12-27,-3.1,-5.6,-4.7,-5.5,93.9,0,,64.8,50.4,301.3,,10,Clear,15615099999
2022-12-28,-5.6,-6.6,-6,-6.5,96.2,0.2,snow,,28.8,274,,80,"Snow, Partially cloudy",15615099999
2022-12-29,-3.9,-7.3,-5.8,-9.7,76.6,0,,,21.6,280.5,,10,Clear,15615099999
2022-12-30,-3.8,-7.1,-5.5,-11.5,64.5,0,,,36,293.7,,33.3,Partially cloudy,15615099999
2022-12-31,-4.6,-6.8,-6,-6.8,94.1,0,,,36,346.5,,20,Clear,15615099999
2023-01-01,1.4,-4.1,-0.9,-6.6,67.5,0,,,36,40.5,,26,Partially cloudy,15615099999
2023-01-02,3.2,1.2,2.1,-5.6,57.9,0,,,14.4,317.5,,25,Partially cloudy,15615099999
2023-01-03,2.9,-2.1,0,-7.5,57.7,0,,,21.6,299.1,,26.3,Partially cloudy,15615099999
2023-01-04,-0.3,-5.4,-3.3,-7.8,71.7,0,,,28.8,309.6,,44.3,Partially cloudy,15615099999
2023-01-05,-4.1,-7.4,-5.5,-12.2,64.9,0,,,36,315.1,,43.8,Partially cloudy,15615099999
2023-01-06,-5.9,-10.1,-7.6,-15,64.1,0.2,snow,,50.4,334.4,,38.3,"Snow, Partially cloudy",15615099999
2023-01-07,-2.6,-5.8,-4.2,-21.2,25.2,0,,,36,351,,31.3,Partially cloudy,15615099999
2023-01-08,-3.6,-5.3,-4.4,-21.2,25.6,0,,,50.4,297,,16.7,Clear,15615099999
2023-01-09,-2.8,-6.3,-4.8,-15.7,50.9,0,,64.8,64.8,223.7,,58.3,Partially cloudy,15615099999
2023-01-10,-5.6,-8.9,-6.6,-6.8,98.7,11,snow,72,64.8,174.9,,,Snow,15615099999
2023-01-11,-7.8,-9.6,-9,-9.8,94,0.5,snow,,14.4,120.8,,40,"Snow, Partially cloudy",15615099999
2023-01-12,-5.6,-9.4,-8.4,-8.7,97.7,0,,,21.6,33.3,,46.7,Partially cloudy,15615099999
2023-01-13,-7.9,-9.6,-9,-9.9,93.2,0,,,21.6,64.2,,87.5,Partially cloudy,15615099999
2023-01-14,-8.8,-10.4,-9.8,-10.3,95.9,0,,,28.8,173.4,,60,Partially cloudy,15615099999
2023-01-15,-8.3,-10.8,-9.7,-11.1,90.4,0,,,14.4,203,,10,Clear,15615099999
2023-01-16,-6.4,-8.6,-7.6,-11.6,74.9,0,,,50.4,231.8,,80,Partially cloudy,15615099999
2023-01-17,-4.6,-6.6,-5.6,-5.7,99,0.4,snow,144,100.8,204.8,,,Snow,15615099999
2023-01-18,-4.3,-4.8,-4.6,-4.7,99.2,0.2,snow,316.8,122.4,222.6,,,Snow,15615099999
2023-01-19,-4.8,-5.8,-5.2,-5.7,95.8,7,snow,316.8,122.4,180,,,Snow,15615099999
2023-01-20,-5.6,-9.6,-7.3,-8.7,90.2,18.4,snow,144,122.4,188,,,Snow,15615099999
2023-01-21,-6.8,-11.1,-8.7,-10.5,86.4,4.3,snow,144,100.8,168.5,,45,"Snow, Partially cloudy",15615099999
2023-01-22,-7.3,-8.4,-7.7,-9.2,89.3,0.4,snow,100.8,72,151.5,,,Snow,15615099999
2023-01-23,-6.3,-7.4,-6.7,-7.9,91,8,snow,72,50.4,77.3,,,Snow,15615099999
2023-01-24,-5.8,-8.1,-7.1,-8.6,89,2.4,snow,,36,72.1,,50,"Snow, Partially cloudy",15615099999
2023-01-25,-7.3,-10.3,-8.5,-10.2,87.2,0,,,28.8,181.4,,50,Partially cloudy,15615099999
2023-01-26,-7.3,-8.8,-8.1,-9.7,88.3,1.4,snow,86.4,64.8,149.4,,,Snow,15615099999
2023-01-27,-6.6,-9.4,-8.4,-9.4,92.9,0.9,snow,,36,172.4,,72.5,"Snow, Partially cloudy",15615099999
2023-01-28,-7.8,-13.1,-10.5,-11.3,94.3,0.7,snow,,28.8,21.7,,100,"Snow, Overcast",15615099999
2023-01-29,-9.6,-13.3,-12,-12.6,95.4,1.4,snow,,36,355.9,,40,"Snow, Partially cloudy",15615099999
2023-01-30,-13.6,-15.1,-14.5,-15,95.4,0,,,36,334.8,,36.3,Partially cloudy,15615099999
2023-01-31,-13.6,-16.6,-15.7,-16.3,95.1,16,snow,,36,356.9,,100,"Snow, Overcast",15615099999
2023-02-01,-13.8,-17.1,-15.3,-15.8,95.6,11,snow,,36,342.3,,,Snow,15615099999
2023-02-02,-12.4,-14.8,-13.5,-14,96,13.2,snow,72,50.4,317.8,,,"Snow, Fog",15615099999
2023-02-03,-13.1,-16.6,-15.3,-15.3,100,15.5,snow,86.4,50.4,325.1,,80,"Snow, Partially cloudy",15615099999
2023-02-04,-12.1,-16.4,-13.7,-13.7,100,21,snow,72,50.4,322.5,,,Snow,15615099999
2023-02-05,-17.9,-22.9,-20.5,-20.7,98.8,8,snow,,43.2,7.1,,,Snow,15615099999
2023-02-06,-17.9,-24.4,-22,-23.7,86.4,6.4,snow,,43.2,26,,10,Snow,15615099999
2023-02-07,-20.6,-23.4,-22.3,-24.8,80.1,0,,,43.2,30.8,,20,Clear,15615099999
2023-02-08,-19.4,-22.8,-21,-23.4,81.1,0,,,36,39,,10,Clear,15615099999
2023-02-09,-13.4,-19.4,-15.6,-17.7,83.9,0,,,36,88,,26.7,Partially cloudy,15615099999
2023-02-10,-11.6,-14.4,-13.1,-15.3,83.5,0,,,28.8,21.8,,15,Clear,15615099999
2023-02-11,-10.6,-15.3,-12.5,-20,56.7,0,,,36,12.1,,16.7,Clear,15615099999
2023-02-12,-12.1,-13.6,-12.6,-13.5,94.4,1,snow,,43.2,2,,80,"Snow, Partially cloudy",15615099999
2023-02-13,-8.6,-14.3,-10.8,-22.4,44.5,0,,,36,18.4,,14,Clear,15615099999
2023-02-14,-7.6,-9.8,-8.5,-17.5,50.5,0,,,50.4,8.3,,21.7,Partially cloudy,15615099999
2023-02-15,-8.1,-11.3,-9.1,-14.6,65.6,0,,,43.2,18,,,Clear,15615099999
2023-02-16,-5.3,-9.1,-6.3,-14.7,52.8,0,,,43.2,348.4,,16.7,Clear,15615099999
2023-02-17,-6.1,-8.6,-7.4,-11.9,70.5,0,,,36,312.6,,70,Partially cloudy,15615099999
2023-02-18,-3.8,-8.1,-5.8,-6.9,92.3,0,,,43.2,317.1,,72.5,Partially cloudy,15615099999
2023-02-19,-1.4,-6.1,-4.1,-6.5,84.3,0,,,50.4,298.3,,90,Partially cloudy,15615099999
2023-02-20,-6.8,-10.6,-9.3,-10,94.9,0,,,43.2,322.9,,30,Partially cloudy,15615099999
2023-02-21,-2.4,-5.8,-4.1,-10,64.7,0,,,43.2,320,,55.7,Partially cloudy,15615099999
2023-02-22,-1.3,-5.1,-3.7,-6.7,79.8,0,,,36,293.5,,25,Partially cloudy,15615099999
2023-02-23,-1.4,-5.6,-4.4,-7.3,81,0,,,28.8,242.6,,62,Partially cloudy,15615099999
2023-02-24,-5.4,-7.1,-6,-7.1,92,0.2,snow,72,57.6,264.9,,,Snow,15615099999
2023-02-25,-3.8,-8.1,-5.5,-7.1,88.9,0.3,snow,316.8,122.4,254.2,,76.7,"Snow, Partially cloudy",15615099999
2023-02-26,-4.3,-6.1,-5.1,-6.6,89.6,0,,316.8,144,217,,86.7,Partially cloudy,15615099999
2023-02-27,-4.4,-6.6,-5.4,-6.5,92,0.3,snow,122.4,100.8,211.1,,,Snow,15615099999
2023-02-28,-3.6,-7.1,-5.6,-6.9,90.2,4,snow,,43.2,181,,90,"Snow, Partially cloudy",15615099999
2023-03-01,-2.6,-5.9,-4.8,-5.8,92.6,2,snow,,43.2,172.4,,90,"Snow, Partially cloudy",15615099999
2023-03-02,-2.1,-7.3,-5.3,-6.4,91.9,0.2,snow,,7.2,230.8,,70,"Snow, Partially cloudy",15615099999
2023-03-03,-3.6,-10.1,-6.6,-8.1,89.1,4,snow,,21.6,200,,,Snow,15615099999
2023-03-04,-6.1,-11.4,-8.8,-10.3,88.6,0.5,snow,,36,200,,90,"Snow, Partially cloudy",15615099999
2023-03-05,-0.4,-11.4,-7.9,-10.2,84.5,0,,,28.8,200,,30,Partially cloudy,15615099999
2023-03-06,-9.3,-13.8,-10.9,-13.4,82.6,0.4,snow,,43.2,279.2,,50,"Snow, Partially cloudy",15615099999
2023-03-07,-6.1,-10.1,-8.5,-9.6,91.7,0.7,snow,,36,251.6,,52,"Snow, Partially cloudy",15615099999
2023-03-08,-5.3,-9.6,-7.6,-10.3,81.1,0,,,36,271.6,,43.3,Partially cloudy,15615099999
2023-03-09,-2.9,-8.1,-5,-5.5,95.7,0,,,36,282.3,,62.5,Partially cloudy,15615099999
2023-03-10,-2.8,-5.1,-3.9,-3.9,100,0.3,snow,72,50.4,228.1,,90,"Snow, Partially cloudy",15615099999
2023-03-11,-4.6,-7.3,-5.9,-6.1,98.1,9.1,snow,72,50.4,287.4,,,Snow,15615099999
2023-03-12,-11.6,-15.3,-13.1,-14.8,88.3,5,snow,,50.4,325.2,,40,"Snow, Partially cloudy",15615099999
2023-03-13,-5.8,-12.1,-8.3,-17,50.9,0,,,43.2,47.1,,30,Partially cloudy,15615099999
2023-03-14,-1.6,-5.3,-2.7,-12.1,50.1,0,,,28.8,251.1,,55,Partially cloudy,15615099999
2023-03-15,-2.4,-7.9,-5.3,-10.8,71.9,0.1,snow,,36,228.7,,80,"Snow, Partially cloudy",15615099999
2023-03-16,-7.8,-10.3,-9.1,-9.1,100,0,,,14.4,16.1,,,Clear,15615099999
2023-03-17,-8.6,-10.8,-9.7,-11.8,87.7,1,snow,,28.8,44.1,,23.3,"Snow, Partially cloudy",15615099999
2023-03-18,-6.8,-14.1,-10.3,-14,76.7,0.3,snow,,50.4,6.1,,25,"Snow, Partially cloudy",15615099999
2023-03-19,-2.9,-6.4,-4,-9.3,66.9,0,,,28.8,29.5,,30,Partially cloudy,15615099999
2023-03-20,1.7,-3.3,-0.9,-8,58.4,0,,,28.8,308.9,,71.3,Partially cloudy,15615099999
2023-03-21,-1.3,-4.3,-2.6,-6.6,74,0,,,36,158.4,,90,Partially cloudy,15615099999
2023-03-22,-5.1,-7.8,-6.2,-6.2,100,1,snow,,28.8,40,,,Snow,15615099999
2023-03-23,-3.8,-8.1,-6.4,-6.9,96.5,0,,,28.8,14.8,,20,Clear,15615099999
2023-03-24,-0.8,-7.1,-3,-8,71,0,,,36,337.4,,51.3,Partially cloudy,15615099999
2023-03-25,1.7,-3.8,-2,-3.7,88.4,0.6,snow,,28.8,297.7,,70,"Snow, Partially cloudy",15615099999
2023-03-26,-4.1,-8.3,-6.2,-7.6,89.9,0,,,43.2,288.7,,47.5,Partially cloudy,15615099999
2023-03-27,-4.3,-9.6,-6.2,-7.5,90.7,0,,144,100.8,232,,74,Partially cloudy,15615099999
2023-03-28,-8.6,-17.9,-14.7,-14.9,98.3,11.2,snow,,50.4,328.4,,,Snow,15615099999
2023-03-29,-14.9,-20.4,-18.1,-19.7,88.4,0,,,50.4,332.4,,66.7,Partially cloudy,15615099999
2023-03-30,-7.1,-14.4,-10.5,-12.9,83,0,,,43.2,321.5,,,Clear,15615099999
2023-03-31,-2.1,-5.4,-4.1,-5,93.3,0,,,43.2,297,,40,Partially cloudy,15615099999
2023-04-01,-3.1,-5.8,-4.2,-5.6,90,6,snow,86.4,64.8,262,,66,"Snow, Partially cloudy",15615099999
2023-04-02,-3.6,-9.3,-7.1,-10.5,76.8,0,,64.8,50.4,284.9,,66,Partially cloudy,15615099999
2023-04-03,-5.1,-8.1,-6.7,-8.8,84.7,21,snow,64.8,43.2,353.4,,23.3,"Snow, Partially cloudy",15615099999
2023-04-04,-2.1,-7.4,-5.2,-7,86.7,22.8,snow,64.8,50.4,104.2,,40,"Snow, Partially cloudy",15615099999
2023-04-05,-3.8,-10.9,-7.1,-9.4,83.5,0.5,snow,,28.8,223.1,,65,"Snow, Partially cloudy",15615099999
2023-04-06,-5.1,-12.6,-9.9,-12.5,80.9,0,,,36,282.2,,10,Clear,15615099999
2023-04-07,-8.3,-15.1,-11.7,-16.4,70.1,0,,,21.6,251.9,,18,Clear,15615099999
2023-04-08,-7.6,-11.1,-9.6,-10.6,92.3,1,snow,,28.8,223.1,,80,"Snow, Partially cloudy",15615099999
2023-04-09,-4.6,-10.1,-8.1,-9.3,91.1,1.3,snow,,21.6,138.3,,60,"Snow, Partially cloudy",15615099999
2023-04-10,-7.8,-10.3,-9.1,-10.2,91.6,3,snow,,36,42.8,,60,"Snow, Partially cloudy",15615099999
2023-04-11,-7.8,-9.6,-9,-10.1,91.5,10,snow,,36,5.3,,,Snow,15615099999
2023-04-12,-8.3,-9.6,-8.8,-9.9,91.4,4.2,snow,,50.4,311.2,,50,"Snow, Partially cloudy",15615099999
2023-04-13,-2.6,-12.4,-7,-8.1,91.7,0,,,50.4,304.8,,35,Partially cloudy,15615099999
2023-04-14,-2.3,-9.3,-3.9,-4.5,96,2,snow,122.4,86.4,202.1,,74,"Snow, Partially cloudy",15615099999
2023-04-15,-5.3,-9.1,-7.4,-8.2,94,0,,72,50.4,202.8,,55,Partially cloudy,15615099999
2023-04-16,-3.3,-6.8,-5.4,-5.8,96.7,3.1,snow,,21.6,114.4,,90,"Snow, Partially cloudy",15615099999
2023-04-17,-4.1,-7.3,-5.5,-5.5,100,2.1,snow,,36,133.2,,40,"Snow, Partially cloudy",15615099999
2023-04-18,-4.1,-7.1,-5.5,-5.8,97.7,2,snow,,21.6,128.5,,30,"Snow, Partially cloudy",15615099999
2023-04-19,-1.9,-6.3,-4.7,-4.9,98.9,7,"rain,snow",,21.6,25.9,,,"Snow, Rain",15615099999
2023-04-20,-3.9,-7.6,-6,-6.1,99.2,3.6,snow,,36,317.3,,,Snow,15615099999
2023-04-21,-2.1,-7.1,-4.8,-5.1,98.2,0.4,snow,,28.8,328.3,,,Snow,15615099999
2023-04-22,-3.1,-8.3,-5.3,-6,94.9,0.3,snow,,21.6,330.9,,80,"Snow, Partially cloudy",15615099999
2023-04-23,-3.4,-7.6,-5.5,-6.6,92.3,0.4,snow,,21.6,6.4,,50,"Snow, Partially cloudy",15615099999
2023-04-24,-1.3,-4.9,-3.2,-4.2,92.5,6.6,snow,,36,274,,90,"Snow, Partially cloudy",15615099999
2023-04-25,-2.8,-4.6,-3.7,-4.2,96.2,4.4,snow,,50.4,250,,,Snow,15615099999
2023-04-26,-2.3,-8.1,-5.7,-6.3,95.7,17,snow,,36,323.1,,,Snow,15615099999
2023-04-27,-6.6,-9.1,-8.2,-8.6,97,6,snow,,43.2,338.3,,23.3,"Snow, Partially cloudy",15615099999
2023-04-28,-6.3,-12.6,-9.3,-11.7,83.4,2,snow,,36,346.9,,25,"Snow, Partially cloudy",15615099999
2023-04-29,-3.8,-8.3,-5.6,-10.9,69.8,0,,,43.2,330.8,,75,Partially cloudy,15615099999
2023-04-30,-2.4,-4.6,-3.8,-4,98.8,4,snow,,28.8,322.1,,,Snow,15615099999
2023-05-01,-2.1,-5.4,-3.8,-4.1,98,0,,,72,106.2,,60,Partially cloudy,15615099999
2023-05-02,-1.8,-5.1,-3.3,-4,95.3,0,,,36,121.1,,75,Partially cloudy,15615099999
2023-05-03,-1.1,-4.6,-3.2,-3.5,97.7,10,snow,,50.4,101.4,,90,"Snow, Partially cloudy",15615099999
2023-05-04,-0.1,-3.8,-2.4,-3,95.8,6.6,"rain,snow",,43.2,154.2,,,"Snow, Rain, Fog",15615099999
2023-05-05,-2.1,-3.8,-3,-4.1,92,0,,,21.6,355.3,,35.7,Partially cloudy,15615099999
2023-05-06,-1.8,-5.1,-3.4,-4.1,96,0,,,43.2,51.5,,45,Partially cloudy,15615099999
2023-05-07,0.9,-4.3,-1.8,-3.1,91.4,0,,,21.6,299.9,,63.3,Partially cloudy,15615099999
2023-05-08,0.6,-1.8,-0.4,-0.7,97.6,8,"rain,snow",,36,317.3,,80,"Snow, Rain, Partially cloudy",15615099999
2023-05-09,-0.1,-1.8,-1,-1.5,96.3,6,"rain,snow",,21.6,301.6,,,"Snow, Rain",15615099999
2023-05-10,0.2,-3.6,-2.2,-2.9,95,4.2,"rain,snow",,21.6,274.5,,,"Snow, Rain",15615099999
2023-05-11,0.2,-3.3,-2.2,-2.9,94.8,0,,,21.6,269.1,,,Clear,15615099999
2023-05-12,-0.8,-3.6,-2.3,-3.6,90.9,1.1,"rain,snow",,21.6,208.9,,80,"Snow, Rain, Partially cloudy",15615099999
2023-05-13,0.1,-3.1,-1.7,-3.5,87.8,0.8,snow,,21.6,245.3,,96.7,"Snow, Overcast",15615099999
2023-05-14,1.2,-1.1,0.1,-1,92.8,3.6,"rain,snow",122.4,86.4,245.1,,,"Snow, Rain",15615099999
2023-05-15,3.4,1.6,2.4,0.6,88,0.1,"rain,snow",122.4,86.4,228,,98,"Snow, Rain, Overcast",15615099999
2023-05-16,3.7,-0.4,2.2,-0.3,83.9,3,"rain,snow",122.4,86.4,162.3,,98,"Snow, Rain, Overcast",15615099999
2023-05-17,-0.1,-1.4,-0.7,-1.4,94.7,9,"rain,snow",86.4,64.8,158.5,,,"Snow, Rain, Fog",15615099999
2023-05-18,-0.9,-3.1,-1.7,-2.2,96.5,1.2,"rain,snow",,28.8,26.6,,,"Snow, Rain",15615099999
2023-05-19,-0.4,-3.1,-2.1,-2.1,100,0.5,"rain,snow",,36,47.5,,80,"Snow, Rain, Partially cloudy",15615099999
2023-05-20,-0.8,-3.8,-1.7,-1.9,98.8,3,"rain,snow",,50.4,45.8,,20,"Snow, Rain",15615099999
2023-05-21,-1.6,-3.1,-2.2,-2.2,100,1,"rain,snow",86.4,50.4,44.6,,,"Snow, Rain, Fog",15615099999
2023-05-22,-1.1,-2.6,-1.7,-1.7,100,2,"rain,snow",,50.4,45.4,,70,"Snow, Rain, Partially cloudy",15615099999
2023-05-23,0.1,-3.9,-1.6,-1.8,98.4,1.1,"rain,snow",,50.4,25.6,,47.5,"Snow, Rain, Partially cloudy",15615099999
2023-05-24,1.2,-2.9,-0.8,-1.8,92.9,0,,,36,17.1,,48.3,Partially cloudy,15615099999
2023-05-25,1.4,-0.9,0.1,-0.6,95.5,6,"rain,snow",,21.6,26.6,,30,"Snow, Rain, Partially cloudy",15615099999
2023-05-26,0.7,-0.8,-0.4,-0.6,98.6,3,"rain,snow",,36,52.3,,80,"Snow, Rain, Partially cloudy",15615099999
2023-05-27,0.4,-0.9,-0.3,-0.3,99.6,0.4,"rain,snow",,50.4,46.7,,,"Snow, Rain",15615099999
2023-05-28,0.2,-0.6,-0.2,-0.3,99.5,6.4,"rain,snow",,50.4,50.7,,,"Snow, Rain",15615099999
2023-05-29,1.1,-1.3,-0.1,-0.1,99.7,0.3,"rain,snow",,28.8,50,,,"Snow, Rain",15615099999
2023-05-30,2.1,-1.1,0.6,0.2,97.5,7.3,"rain,snow",,28.8,55.6,,50,"Snow, Rain, Partially cloudy",15615099999
2023-05-31,2.2,0.2,0.8,0.7,98.8,5,"rain,snow",,36,99.6,,90,"Snow, Rain, Partially cloudy",15615099999
2023-06-01,2.4,-0.3,0.8,-2.2,81.8,0.3,"rain,snow",,36,96.6,,58.3,"Snow, Rain, Partially cloudy",15615099999
2023-06-02,2.9,1.2,2.1,0.3,88.1,2,rain,,21.6,119.3,,72.5,"Rain, Partially cloudy",15615099999
2023-06-03,2.6,1.2,1.9,0.3,89.1,10,"rain,snow",,14.4,14.5,,88.3,"Snow, Rain, Partially cloudy",15615099999
2023-06-04,2.9,1.4,1.9,1.2,95.5,9.4,"rain,snow",,14.4,154.3,,80,"Snow, Rain, Partially cloudy",15615099999
2023-06-05,4.4,1.9,2.9,2,93.7,0.3,rain,,21.6,172.3,,46.7,"Rain, Partially cloudy",15615099999
2023-06-06,4.6,2.7,3.7,2.5,92.4,2,rain,,21.6,163.8,,76,"Rain, Partially cloudy",15615099999
2023-06-07,5.2,3.4,4.3,1,79.9,0,,,14.4,163.3,,66.3,Partially cloudy,15615099999
2023-06-08,5.7,3.4,4.2,2.3,87.6,0,,,21.6,126.4,,55,Partially cloudy,15615099999
2023-06-09,4.9,-3.6,2,1.4,86.2,0,,,21.6,351.7,,42.5,Partially cloudy,15615099999
2023-06-10,3.9,2.4,3.1,2.8,98,4,rain,,7.2,317.6,,90,"Rain, Partially cloudy",15615099999
2023-06-11,3.2,1.6,2.2,1.6,96.1,2,rain,,21.6,43.7,,80,"Rain, Partially cloudy",15615099999
2023-06-12,3.4,1.4,2.2,1.7,96.5,0.2,rain,,21.6,111.2,,90,"Rain, Partially cloudy",15615099999
2023-06-13,3.9,1.2,2.5,1.7,95.3,14.4,rain,,28.8,195.2,,40,"Rain, Partially cloudy",15615099999
2023-06-14,5.1,2.1,3.4,1.9,90.8,1.4,rain,,21.6,183,,46.7,"Rain, Partially cloudy",15615099999
2023-06-15,3.9,2.2,3.3,3,98.2,6.3,rain,,50.4,181.2,,90,"Rain, Partially cloudy",15615099999
2023-06-16,4.7,2.4,3.4,2.9,96.5,8.3,rain,72,50.4,162.6,,88,"Rain, Partially cloudy",15615099999
2023-06-17,2.9,1.9,2.4,1.9,96.4,0.9,rain,,36,95.1,,60,"Rain, Partially cloudy",15615099999
2023-06-18,2.9,1.7,2.1,1.8,98.1,17.8,"rain,snow",,28.8,50,,,"Snow, Rain",15615099999
2023-06-19,4.7,1.4,3.2,2.8,97.2,0,,,28.8,15.4,,85,Partially cloudy,15615099999
2023-06-20,6.1,0.9,3.2,0.8,85.6,0,,,43.2,2.4,,45,Partially cloudy,15615099999
2023-06-21,9.1,1.9,5.3,1.8,79.6,0,,,43.2,33.7,,32,Partially cloudy,15615099999
2023-06-22,7.9,3.9,5.6,3.2,84.4,2,rain,,36,15.6,,40,"Rain, Partially cloudy",15615099999
2023-06-23,10.4,5.2,7.7,6.5,92.2,0,,,28.8,20.9,,33.3,Partially cloudy,15615099999
2023-06-24,10.1,6.7,8.2,4.7,79.9,2,rain,,28.8,12.1,,57.5,"Rain, Partially cloudy",15615099999
2023-06-25,7.4,4.9,6.1,5.4,95.3,2.6,rain,,21.6,329.1,,90,"Rain, Partially cloudy",15615099999
2023-06-26,4.9,3.4,4.2,4.2,100,16.3,rain,,21.6,6.3,,,Rain,15615099999
2023-06-27,6.2,2.2,4.3,4,97.9,1,rain,,21.6,1.4,,30,"Rain, Partially cloudy",15615099999
2023-06-28,7.7,3.6,5.3,4.7,96.2,2,rain,,36,273.8,,60,"Rain, Partially cloudy",15615099999
2023-06-29,6.1,0.4,2.7,0.3,85.6,8.7,"rain,snow",86.4,50.4,292.9,,35,"Snow, Rain, Partially cloudy",15615099999
2023-06-30,9.9,1.9,5.5,-3,56.3,0,,,21.6,305.4,,20,Clear,15615099999
2023-07-01,9.7,3.2,6.1,2.9,79.7,0.4,rain,,28.8,291.3,,72.5,"Rain, Partially cloudy",15615099999
2023-07-02,6.9,3.2,5.1,3,87.6,14,rain,,43.2,243.7,,75,"Rain, Partially cloudy",15615099999
2023-07-03,7.9,3.2,5.6,4.1,91.2,0,,,21.6,0.2,,47.5,Partially cloudy,15615099999
2023-07-04,9.7,5.1,7.5,4.7,83.7,0.4,rain,,21.6,226.3,,57.5,"Rain, Partially cloudy",15615099999
2023-07-05,8.4,6.1,7.2,5,85.9,13,rain,,14.4,74.2,,68,"Rain, Partially cloudy",15615099999
2023-07-06,8.1,5.2,6.5,4.8,89.5,6,rain,,7.2,94.2,,72,"Rain, Partially cloudy",15615099999
2023-07-07,6.4,4.9,5.9,5,94.5,8,rain,,36,347.5,,10,Rain,15615099999
2023-07-08,4.4,2.1,3.5,3.5,99.8,0,,,43.2,348.4,,,Clear,15615099999
2023-07-09,8.7,2.6,5.7,-0.4,70.9,0,,,36,358.5,,24,Partially cloudy,15615099999
2023-07-10,8.9,4.4,6.5,-0.7,64.3,0,,,21.6,352.7,,20,Clear,15615099999
2023-07-11,10.6,3.2,6.7,3.7,81.5,0,,,28.8,10.5,,21.7,Partially cloudy,15615099999
2023-07-12,14.2,6.7,10,6.1,78,0,,,36,322.5,,30,Partially cloudy,15615099999
2023-07-13,17.6,9.4,12.5,3.1,54,0,,,28.8,298.8,,23.3,Partially cloudy,15615099999
2023-07-14,16.2,12.2,13.8,3.8,51.8,0,,,36,272.7,,23.3,Partially cloudy,15615099999
2023-07-15,14.6,9.6,11.7,9.4,86.1,0,,,28.8,262,,56,Partially cloudy,15615099999
2023-07-16,14.7,9.1,11.3,9,86.8,0,,,21.6,299,,50,Partially cloudy,15615099999
2023-07-17,13.7,8.2,11.1,5.7,71.4,0,,,21.6,346,,30,Partially cloudy,15615099999
2023-07-18,10.4,7.7,9.1,7.2,88.5,0.3,rain,,43.2,14,,70,"Rain, Partially cloudy",15615099999
2023-07-19,14.2,7.2,10.7,4.5,68.1,0,,,36,10.1,,10,Clear,15615099999
2023-07-20,13.4,9.4,11,6.9,76.8,1,rain,,36,246.8,,38,"Rain, Partially cloudy",15615099999
2023-07-21,13.6,8.1,10.6,6.2,76.4,0,,,28.8,291.9,,15,Clear,15615099999
